filename,duplicate_group,distance_to_representative,status
datasets/raw/rdd2022/converted/images/China_MotorBike_000110.jpg,dup-00046,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000111.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000112.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000113.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000114.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000115.jpg,dup-00047,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000116.jpg,dup-00016,16,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000117.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000118.jpg,dup-00048,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000119.jpg,dup-00034,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000120.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000121.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000122.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000123.jpg,dup-00049,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000124.jpg,dup-00015,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000125.jpg,dup-00050,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000126.jpg,dup-00051,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000127.jpg,dup-00003,14,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000128.jpg,dup-00032,11,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000129.jpg,dup-00025,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000130.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000131.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000132.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000133.jpg,dup-00052,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000134.jpg,dup-00053,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000135.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000136.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000137.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000138.jpg,dup-00054,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000139.jpg,dup-00055,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000140.jpg,dup-00056,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000141.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000142.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000143.jpg,dup-00057,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000144.jpg,dup-00016,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000145.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000146.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000147.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000148.jpg,dup-00024,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000149.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000150.jpg,dup-00058,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000151.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000152.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000153.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000154.jpg,dup-00059,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000155.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000156.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000157.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000158.jpg,dup-00060,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000159.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000160.jpg,dup-00016,29,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000161.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000162.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000163.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000164.jpg,dup-00061,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000165.jpg,dup-00062,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000166.jpg,dup-00039,1,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000167.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000168.jpg,dup-00063,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000169.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000170.jpg,dup-00064,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000171.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000172.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000173.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000174.jpg,dup-00065,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000175.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000176.jpg,dup-00066,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000177.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000178.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000179.jpg,dup-00067,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000180.jpg,dup-00008,12,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000181.jpg,dup-00030,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000182.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000183.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000184.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000185.jpg,dup-00068,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000186.jpg,dup-00041,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000187.jpg,dup-00069,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000188.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000189.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000190.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000191.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000192.jpg,dup-00070,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000193.jpg,dup-00032,2,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000194.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000195.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000196.jpg,dup-00065,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000197.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000198.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000199.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000200.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000201.jpg,dup-00007,3,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000202.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000203.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000204.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000205.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000206.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000207.jpg,dup-00030,18,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000208.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000209.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000210.jpg,dup-00003,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000211.jpg,dup-00071,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000212.jpg,dup-00072,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000213.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000214.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000215.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000216.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000217.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000218.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000219.jpg,dup-00036,1,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000220.jpg,dup-00043,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000221.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000222.jpg,dup-00073,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000223.jpg,dup-00074,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000224.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000225.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000226.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000227.jpg,dup-00075,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000228.jpg,dup-00076,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000229.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000230.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000231.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000232.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000233.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000234.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000235.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000236.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000237.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000238.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000239.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000240.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000241.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000242.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000243.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000244.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000245.jpg,dup-00077,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000246.jpg,dup-00018,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000247.jpg,dup-00078,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000248.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000249.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000250.jpg,dup-00079,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000251.jpg,dup-00009,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000252.jpg,dup-00080,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000253.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000254.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000255.jpg,dup-00081,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000256.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000257.jpg,dup-00082,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000258.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000259.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000260.jpg,dup-00083,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000261.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000262.jpg,dup-00022,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000263.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000264.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000265.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000266.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000267.jpg,dup-00084,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000268.jpg,dup-00045,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000269.jpg,dup-00085,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000270.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000271.jpg,dup-00086,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000272.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000273.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000274.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000275.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000276.jpg,dup-00001,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000277.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000278.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000279.jpg,dup-00087,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000280.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000281.jpg,dup-00088,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000282.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000283.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000284.jpg,dup-00009,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000285.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000286.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000287.jpg,dup-00089,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000288.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000289.jpg,dup-00090,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000290.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000291.jpg,dup-00091,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000292.jpg,dup-00048,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000293.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000294.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000295.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000296.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000297.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000298.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000299.jpg,dup-00092,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000300.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000301.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000302.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000303.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000304.jpg,dup-00093,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000305.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000306.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000307.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000308.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000309.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000310.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000311.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000312.jpg,dup-00043,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000313.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000314.jpg,dup-00094,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000315.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000316.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000317.jpg,dup-00095,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000318.jpg,dup-00096,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000319.jpg,dup-00043,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000320.jpg,dup-00015,3,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000321.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000322.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000323.jpg,dup-00070,14,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000324.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000325.jpg,dup-00097,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000326.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000327.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000328.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000329.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000330.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000331.jpg,dup-00064,3,near_duplicate
